Niveau_0;Niveau_1;Niveau_2;Niveau_3;Niveau_4;Niveau_5;Niveau_6;Niveau_7;Niveau_8;Niveau_9;"Identifiant";"Type";"Microthésaurus";"Statut";"Définition";"Note d'application";"Synonymes";"Relatifs";"Fiches associées";
;;"Musique instrumentale";;;;;;;;"DESC67748";"NT";"";"Standard";"";"";"";"";"-1";
;;"Musique savante occidentale";;;;;;;;"DESC1080361";"NT";"";"Standard";"";"A n'utiliser que pour les concerts de la Philharmonie contenant principalement de la musique classique (par opposition à ""Musique traditionnelle"", ""Jazz"" ou ""Musiques actuelles"")";"";"";"-1";
;;"Musique vocale";;;;;;;;"DESC1081340";"NT";"";"Standard";"";"";"";"";"-1";
;;"Sciences de la musique";;;;;;;;"DESC67642";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Ecriture musicale";;;;;;;"DESC68569";"NT";"";"Standard";"";"";"anacrouse;imitation;modulation;teneur";"DESC67822;DESC67676";"-1";
;;;;"Arrangement";;;;;;"DESC68570";"NT";"";"Standard";"";"";"";"DESC67706";"-1";
;;;;"Cadence";;;;;;"DESC67596";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Composition musicale";;;;;;"DESC67569";"NT";"";"Standard";"";"";"";"DESC149850";"-1";
;;;;;"Création pédagogique";;;;;"DESC68143";"NT";"";"Standard";"";"";"composition pédagogique";"DESC68662";"-1";
;;;;;"Démarche de création";;;;;"DESC67629";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Illustration sonore";;;;;"DESC1079781";"NT";"";"Standard";"";"";"Bruitage;Design sonore;Effets sonores;Habillage sonore";"DESC961803";"-1";
;;;;"Contrepoint";;;;;;"DESC67504";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Ground";;;;;;"DESC67880";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Harmonie";;;;;;"DESC67488";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Accords";;;;;"DESC67572";"NT";"";"Standard";"";"";"accord (écriture musicale)";"";"-1";
;;;;;"Analyse harmonique";;;;;"DESC67934";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Harmonisation (écriture musicale)";;;;;;"DESC67704";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Instrumentation";;;;;;"DESC67315";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Mouvement perpétuel";;;;;;"DESC67760";"NT";"";"Standard";"";"";"moto perpetuo;motum perpetuum";"";"-1";
;;;;"Musique dodécaphonique";;;;;;"DESC68744";"NT";"";"Standard";"";"";"dodécaphonisme";"";"-1";
;;;;"Notation musicale";;;;;;"DESC68737";"NT";"";"Standard";"";"";"graphisme musical";"DESC150284";"-1";
;;;;;"Notation ancienne";;;;;"DESC68678";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Notation braille";;;;;"DESC1149081";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Notation contemporaine";;;;;"DESC67635";"NT";"";"Standard";"";"";"écriture non mesurée;notation nouvelle";"";"-1";
;;;;;"Partition graphique";;;;;"DESC1060635";"NT";"";"Standard";"";"";"graphic score";"";"-1";
;;;;;"Registre musical";;;;;"DESC149831";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Tablature";;;;;"DESC67783";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Orchestration";;;;;;"DESC67322";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Ornementation";;;;;;"DESC68675";"NT";"";"Standard";"";"";"agrément;appogiature;arabesque (m);trille";"DESC68129;DESC67817";"-1";
;;;;"Réduction";;;;;;"DESC67706";"NT";"";"Standard";"";"";"";"DESC68570;DESC67790";"-1";
;;;;;"Réduction piano";;;;;"DESC68670";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Registration";;;;;;"DESC150201";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Restitution (écriture musicale)";;;;;;"DESC744358";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Rythme";;;;;;"DESC67217";"NT";"";"Standard";"";"";"";"DESC67417";"-1";
;;;;;"Bossa nova";;;;;"DESC68130";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Rythme de danse";;;;;"DESC67562";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Choro";;;;"DESC67890";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Cumbia";;;;"DESC889820";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Jacara";;;;"DESC68638";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Jota";;;;"DESC68639";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Mambo";;;;"DESC68611";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Merengue";;;;"DESC68614";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Paso doble";;;;"DESC791218";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Quadrille";;;;"DESC153031";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Rumba";;;;"DESC67915";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Rythme de danse ancienne";;;;"DESC67737";"NT";"";"Standard";"";"";"";"DESC68152";"-1";
;;;;;;;"Menuet";;;"DESC68814";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Rythme de danse de cour";;;;"DESC68581";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;;"Allemande";;;"DESC67457";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;;"Bourrée";;;"DESC68874";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;;"Branle";;;"DESC67899";"NT";"";"Standard";"";"";"bransle";"";"-1";
;;;;;;;"Chaconne";;;"DESC67174";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;;"Courante";;;"DESC67462";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;;"Ecossaise";;;"DESC67413";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;;"Forlane";;;"DESC68450";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;;"Gaillarde";;;"DESC67444";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;;"Gavotte";;;"DESC68818";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;;"Gigue";;;"DESC67387";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;;"Hornpipe";;;"DESC68582";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Saltarelle";;;;"DESC68584";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Sardane";;;;"DESC68058";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Sicilienne";;;;"DESC67565";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Tambourin (Rythme de danse)";;;;"DESC744660";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Silence";;;;;;"DESC68083";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Transcription";;;;;;"DESC67790";"NT";"";"Standard";"";"";"transcription musicale";"DESC67706";"-1";
;;;;;"Paraphrase";;;;;"DESC67752";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Interprétation";;;;;;;"DESC67505";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Organologie";;;;;;;"DESC68575";"NT";"";"Standard";"";"";"Organology";"";"-1";
;;;;"Archéologie musicale";;;;;;"DESC146812";"NT";"";"Standard";"";"";"Archéo-musicologie;Musical archaeology";"";"-1";
;;;"Technique musicale";;;;;;;"DESC68300";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Doigté";;;;;;"DESC154327";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Position de jeu";;;;;;"DESC154353";"NT";"";"Standard";"";"";"";"";"-1";
;;"Structure musicale";;;;;;;;"DESC67221";"NT";"";"Standard";"";"";"Forme musicale";"DESC67822;DESC67193;DESC68734";"-1";
;;;"Rondo";;;;;;;"DESC68833";"NT";"";"Standard";"";"";"";"DESC68578";"-1";
;"Reproduction (art)";;;;;;;;;"DESC148957";"NT";"";"Standard";"";"";"";"";"-1";
;;"Contrefaçon";;;;;;;;"DESC138962";"NT";"";"Standard";"";"";"Counterfeit;Counterfeiting;Faux;Kake;Plagiary;Plagiat";"";"-1";
;;"Copie";;;;;;;;"DESC148963";"NT";"";"Standard";"";"";"Copy;Facsimilé;Fac-similé";"";"-1";
;;"Maquette";;;;;;;;"DESC141850";"NT";"";"Standard";"";"";"Model;Scale model";"";"-1";
;;"Moulage";;;;;;;;"DESC148919";"NT";"";"Standard";"";"";"";"";"-1";
;;"Pastiche";;;;;;;;"DESC68628";"NT";"";"Standard";"";"";"imitation";"";"-1";
;;"Reconstitution (objet)";;;;;;;;"DESC146361";"NT";"";"Standard";"";"";"Reconstruction";"";"-1";
;;;"Reconstitution 3D";;;;;;;"DESC146360";"NT";"";"Standard";"";"";"3D;Image 3D;Image tridimensionnelle;Three-dimensional image;Tomographie;Trois dimensions";"";"-1";
;;"Synthèse";;;;;;;;"DESC148137";"NT";"";"Standard";"";"";"";"";"-1";
"Audiovisuel";;;;;;;;;;"DESC68914";"MT";"";"Standard";"";"";"";"DESC67196";"-1";
"Conservation";;;;;;;;;;"DESC155435";"MT";"";"Standard";"";"";"Muséologie";"";"-1";
;"Collection";;;;;;;;;"DESC145290";"NT";"";"Standard";"";"";"Musée;Musée (collection)";"";"-1";
;;"Abbaye de Kremsmünster";;;;;;;;"DESC1118011";"NT";"";"Standard";"";"";"Stift Kremsmünster";"";"-1";
;;"Accademia Bartolomeo Cristofori (Florence)";;;;;;;;"DESC1098826";"NT";"";"Standard";"";"";"Collection Accademia Bartolomeo Cristofori (Firenze)";"";"-1";
;;"Accademia Filarmonica (Bologne)";;;;;;;;"DESC152855";"NT";"";"Standard";"";"";"Accademia Filarmonica di Bologna";"";"-1";
;;"Accademia Filarmonica di Verona (Vérone, Italie)";;;;;;;;"DESC1151891";"NT";"";"Standard";"";"";"";"";"-1";
;;"Africa-Museum (Tervuren)";;;;;;;;"DESC145047";"NT";"";"Standard";"";"";"Musée du Congo Belge (Tervuren);Musée Royal de l'Afrique Centrale de Tervuren;Musée Royal du Congo Belge (Tervuren)";"";"-1";
;;"Albertina museum (Vienne / Autriche)";;;;;;;;"DESC777932";"NT";"";"Standard";"";"";"";"";"-1";
;;"Allard Pierson Museum";;;;;;;;"DESC137363";"NT";"";"Standard";"";"";"";"";"-1";
;;"Ashmolean Museum (Oxford)";;;;;;;;"DESC140696";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Collection Hill (Oxford)";;;;;;;"DESC155930";"NT";"";"Standard";"";"";"Hill (collection)";"";"-1";
;;"Auckland Institute and Museum (Nouvelle-Zélande)";;;;;;;;"DESC145048";"NT";"";"Standard";"";"";"";"";"-1";
;;"Auto und Technik Museum (Sinsheim)";;;;;;;;"DESC145049";"NT";"";"Standard";"";"";"";"";"-1";
;;"Bachhaus (Eisenach)";;;;;;;;"DESC145050";"NT";"";"Standard";"";"";"";"";"-1";
;;"Bate collection (University of Oxford / R-U)";;;;;;;;"DESC145051";"NT";"";"Standard";"";"";"Oxford University, Bate collection";"";"-1";
;;"Bayerisches Nationalmuseum (Munich)";;;;;;;;"DESC145052";"NT";"";"Standard";"";"";"";"";"-1";
;;"Beethoven-Haus (Bonn)";;;;;;;;"DESC145053";"NT";"";"Standard";"";"";"";"";"-1";
;;"Berkeley University, music department (USA)";;;;;;;;"DESC145054";"NT";"";"Standard";"";"";"";"";"-1";
;;"Bernisches Historisches Museum (Berne)";;;;;;;;"DESC145055";"NT";"";"Standard";"";"";"";"";"-1";
;;"Bezirksmuseum Viadrina (Francfort-sur-Oder)";;;;;;;;"DESC145056";"NT";"";"Standard";"";"";"Museum Viadrina (Francfort-sur-Oder)";"";"-1";
;;"Biblioteca Capitolare di Verona (Verona, Italie)";;;;;;;;"DESC1151888";"NT";"";"Standard";"";"";"Bibliothèque capitulaire de Vérone (Vérone, Italie);Capitular Library of Verona";"";"-1";
;;"Bibliothèque musée de l'Opéra de Paris";;;;;;;;"DESC151420";"NT";"";"Standard";"";"";"Opéra de Paris (Bibliothèque musée de l')";"";"-1";
;;"Borromeo music collection (Isola Bella / Italie)";;;;;;;;"DESC139774";"NT";"";"Standard";"";"";"";"";"-1";
;;"British Museum (Londres)";;;;;;;;"DESC140618";"NT";"";"Standard";"";"";"";"";"-1";
;;"Carel Van Leeuwen Boomkamp collection (Amsterdam)";;;;;;;;"DESC145057";"NT";"";"Standard";"";"";"Van Leeuwen Boomkamp collection (Amsterdam)";"";"-1";
;;"Centre national du costume de scène (Moulins)";;;;;;;;"DESC1058591";"NT";"";"Standard";"";"";"C.N.C.S.;CNCS";"";"-1";
;;"Centre-musée européen d'art campanaire (L'Isle-Jourdain)";;;;;;;;"DESC145058";"NT";"";"Standard";"";"";"";"";"-1";
;;"Château de Thoiry";;;;;;;;"DESC145060";"NT";"";"Standard";"";"";"";"";"-1";
;;"Chinery collection (USA)";;;;;;;;"DESC145062";"NT";"";"Standard";"";"";"";"";"-1";
;;"Cincinnati Art Museum";;;;;;;;"DESC825474";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Abaji";;;;;;;;"DESC145064";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Abel Regibo";;;;;;;;"DESC819430";"NT";"";"Standard";"";"";"Collection Regibo (Abel)";"";"-1";
;;"Collection Adolphe Pley";;;;;;;;"DESC819429";"NT";"";"Standard";"";"";"Collection Pley (Adolphe)";"";"-1";
;;"Collection Adolphe Sax";;;;;;;;"DESC139745";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Aimé Desmottes";;;;;;;;"DESC145065";"NT";"";"Standard";"";"";"Desmottes (collection)";"";"-1";
;;"Collection Alain Daniélou (Barcelone)";;;;;;;;"DESC891831";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Alan Shimmerman";;;;;;;;"DESC1158071";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Albert Cooper";;;;;;;;"DESC138262";"NT";"";"Standard";"";"";"Collection Cooper (Albert);Cooper collection";"";"-1";
;;"Collection Alexandre-Charles Sauvageot";;;;;;;;"DESC141593";"NT";"";"Standard";"";"";"Sauvageot (collection)";"";"-1";
;;"Collection Alfred Jean Baptiste Lemaire";;;;;;;;"DESC1047559";"NT";"";"Standard";"";"";"Alfred Jean Baptiste Lemaire (collection)";"";"-1";
;;"Collection Alphonse Vermandele";;;;;;;;"DESC819437";"NT";"";"Standard";"";"";"Collection Vermandele (Alphonse)";"";"-1";
;;"Collection André Meyer";;;;;;;;"DESC139717";"NT";"";"Standard";"";"";"Collection Mayer (André);Meyer (collection)";"";"-1";
;;"Collection Andreas E. Beurmann";;;;;;;;"DESC145069";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Antoine Gautier";;;;;;;;"DESC139711";"NT";"";"Standard";"";"";"Collection Gautier (Antoine);Gautier (collection)";"";"-1";
;;"Collection Arnold Dolmetsch";;;;;;;;"DESC827662";"NT";"";"Standard";"";"";"Collection Dolmetsch (Arnold)";"";"-1";
;;"Collection Arsene Janssens";;;;;;;;"DESC819423";"NT";"";"Standard";"";"";"Collection Janssens (Arsene)";"";"-1";
;;"Collection Artemio Versari (Venise)";;;;;;;;"DESC1077004";"NT";"";"Standard";"";"";"Collection Eglise de San Giacomo di Rialto (Venise);Collection Versari (Artemio)";"";"-1";
;;"Collection Arthur M. Sackler";;;;;;;;"DESC141084";"NT";"";"Standard";"";"";"Sackler (collection)";"";"-1";
;;"Collection Auguste Herpin";;;;;;;;"DESC819420";"NT";"";"Standard";"";"";"Collection Herpin (Auguste)";"";"-1";
;;"Collection Auguste Tolbecque";;;;;;;;"DESC1101067";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Baron Johann Knoop";;;;;;;;"DESC1156478";"NT";"";"Standard";"";"";"Collection Knoop (Baron Johann)";"";"-1";
;;"Collection Beare (Charles)";;;;;;;;"DESC144113";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Belle Skinner";;;;;;;;"DESC145072";"NT";"";"Standard";"";"";"Skinner (collection)";"";"-1";
;;"Collection Benoit Castagneyrol";;;;;;;;"DESC145073";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Benton Fletcher (Londres)";;;;;;;;"DESC145074";"NT";"";"Standard";"";"";"Fletcher (collection)";"";"-1";
;;"Collection Bernard Millant";;;;;;;;"DESC1075547";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Bernouilli";;;;;;;;"DESC145076";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Beurnier-Rossel (Montbéliard)";;;;;;;;"DESC831672";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Boddington-Pyne";;;;;;;;"DESC878816";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Boosey & Hawkes";;;;;;;;"DESC819461";"NT";"";"Standard";"";"";"Collection Boosey and Hawkes";"";"-1";
;;"Collection Brichot";;;;;;;;"DESC819411";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Bruno Kampmann";;;;;;;;"DESC145078";"NT";"";"Standard";"";"";"Kampmann (collection)";"";"-1";
;;"Collection C.P. Meulendijk";;;;;;;;"DESC144387";"NT";"";"Standard";"";"";"Collection Meulendijk (C.P.)";"";"-1";
;;"Collection Caldwell";;;;;;;;"DESC994605";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Carl Engel";;;;;;;;"DESC878682";"NT";"";"Standard";"";"";"Collection Engel (Carl)";"";"-1";
;;"Collection Carreras";;;;;;;;"DESC827476";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection César Snoeck (Belgique)";;;;;;;;"DESC145082";"NT";"";"Standard";"";"";"Collection Snoeck;Snoeck (collection)";"";"-1";
;;"Collection Chambers";;;;;;;;"DESC907115";"NT";"";"Standard";"";"";"The Chambers Collection";"";"-1";
;;"Collection Charles Davillier";;;;;;;;"DESC991508";"NT";"";"Standard";"";"";"Charles Davillier (collection)";"";"-1";
;;"Collection Charles Wilmotte";;;;;;;;"DESC819438";"NT";"";"Standard";"";"";"Collection Wilmotte (Charles)";"";"-1";
;;"Collection Charlotte de Rothschild";;;;;;;;"DESC1080341";"NT";"";"Standard";"";"";"Charlotte de Rothschild (collection)";"";"-1";
;;"Collection Chi-Mei (Taiwan)";;;;;;;;"DESC940789";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Cobbe (Hatchlands Park, Guildford)";;;;;;;;"DESC143626";"NT";"";"Standard";"";"";"Cobbe (collection)";"";"-1";
;;"Collection Colt Clavier (Ashford / R-U)";;;;;;;;"DESC145085";"NT";"";"Standard";"";"";"Colt Clavier collection";"";"-1";
;;"Collection Crosby-Brown (New York)";;;;;;;;"DESC143454";"NT";"";"Standard";"";"";"Crosby-Brown (collection)";"";"-1";
;;"Collection Daniel";;;;;;;;"DESC819415";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Daniel de Tourris";;;;;;;;"DESC772287";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection David Fulton";;;;;;;;"DESC145088";"NT";"";"Standard";"";"";"Collection Fulton (David)";"";"-1";
;;"Collection David Smith (Auckland)";;;;;;;;"DESC940303";"NT";"";"Standard";"";"";"Collection Smith (David)";"";"-1";
;;"Collection Dayton C. Miller";;;;;;;;"DESC145089";"NT";"";"Standard";"";"";"Miller (collection)";"";"-1";
;;"Collection de Hasselbourg";;;;;;;;"DESC145091";"NT";"";"Standard";"";"";"Hasselbourg (collection)";"";"-1";
;;"Collection Denis Watel";;;;;;;;"DESC733539";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Didier Chesneau";;;;;;;;"DESC145092";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Dohr";;;;;;;;"DESC802872";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Edmond de Coussemaker";;;;;;;;"DESC139333";"NT";"";"Standard";"";"";"Coussemaker (collection)";"";"-1";
;;"Collection Edwin Beunk";;;;;;;;"DESC141645";"NT";"";"Standard";"";"";"Beunk (collection);Collection Beunk (Edwin)";"";"-1";
;;"Collection Egon et Belle Gartenberg";;;;;;;;"DESC145096";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Emilio Azzarini";;;;;;;;"DESC145098";"NT";"";"Standard";"";"";"Azzarini (collection)";"";"-1";
;;"Collection Eugène de Bricqueville";;;;;;;;"DESC145101";"NT";"";"Standard";"";"";"Bricqueville (collection)";"";"-1";
;;"Collection Evan Gorga";;;;;;;;"DESC825743";"NT";"";"Standard";"";"";"Evan Gorga (collection)";"";"-1";
;;"Collection Fernanda Giulini";;;;;;;;"DESC808775";"NT";"";"Standard";"";"";"Collection Giulini (Fernanda)";"";"-1";
;;"Collection Finchcocks (R-U)";;;;;;;;"DESC142382";"NT";"";"Standard";"";"";"Finchcocks collection";"";"-1";
;;"Collection Francis W. Galpin";;;;;;;;"DESC784918";"NT";"";"Standard";"";"";"Francis W. Galpin (collection)";"";"-1";
;;"Collection Francisco Asenjo Barbieri";;;;;;;;"DESC819380";"NT";"";"Standard";"";"";"Collection Barbieri (Francisco Asenjo)";"";"-1";
;;"Collection François d'Este";;;;;;;;"DESC824802";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection François-Joseph Fétis";;;;;;;;"DESC819418";"NT";"";"Standard";"";"";"Collection Fétis (François-Joseph)";"";"-1";
;;"Collection Frank Tomes";;;;;;;;"DESC998066";"NT";"";"Standard";"";"";"Frank Tomes (collection)";"";"-1";
;;"Collection Frans Brüggen (Pays-Bas)";;;;;;;;"DESC1127437";"NT";"";"Standard";"";"";"Collection Brüggen (Frans)";"";"-1";
;;"Collection Frits Janmaat (Amsterdam)";;;;;;;;"DESC143236";"NT";"";"Standard";"";"";"";"";"-1";
;;"Collection Gandalf";;;;;;;;"DESC141127";"NT";"";"Standard";"";"";"Gandalf (collection)";"";"-1";
;;"Collection Geneviève Thibault de Chambure";;;;;;;;"DESC139538";"NT";"";"Standard";"";"";"Chambure (Geneviève Thibault de, collection);Collection Chambure (Geneviève Thibault de);Thibault de Chambure (collection)";"";"-1";
;;"Collection George Donaldson";;;;;;;;"DESC819447";"NT";"";"Standard";"";"";"Collection Donaldson (George)";"";"-1";
;;"Collection Gérard Coppéré (France)";;;;;;;;"DESC140808";"NT";"";"Standard";"";"";"Coppéré (collection)";"";"-1";
;;"Collection Giuseppe Strocchi";;;;;;;;"DESC145108";"NT";"";"Standard";"";"";"Collection Strocchi (Giuseppe)";"";"-1";
;;"Collection grand-ducale du conservatoire Cherubini (Florence / Italie)";;;;;;;;"DESC145109";"NT";"";"Standard";"";"";"Collezione granducale del conservatorio Cherubini;Musée du conservatoire Luigi Cherubini (Florence);Museo del conservatorio Luigi Cherubini (Florence)";"";"-1";
;;"Collection Greenleaf (Michigan / USA)";;;;;;;;"DESC142307";"NT";"";"Standard";"";"";"Greenleaf collection";"";"-1";
;;"Collection Han de Vries";;;;;;;;"DESC145110";"NT";"";"Standard";"";"";"De Vries (collection);Vries (collection)";"";"-1";
;;"Collection Hans und Hede Grumbt";;;;;;;;"DESC145111";"NT";"";"Standard";"";"";"";"";"-1";
